ricoId,Label
rico:sequentialRelation_role,Has the role of the Sequential Relation
rico:siblingRelation_role,Has the role of the Sibling Relation
rico:spouseRelation_role,Has the role of the Spouse Relation
rico:studiesOrStudiedAt,Studies or studied at
rico:studyAtRelation_role,Has the role of the Study At Relation
rico:teachingRelation_role,Has the role of the Teaching Relation
rico:temporalRelation_role,Has the role of the Temporal Relation
rico:thingIsConnectedToRelation,Is connected to relation
rico:thingIsContextOfRelation,Thing is context of relation
rico:thingIsSourceOfRelation,Is source of relation
rico:thingIsTargetOfRelation,Is target of relation
rico:typeRelation_role,Has the role of the Type Relation
rico:wasComponentOf,Was component of
rico:wasConstituentOf,Was constituent of
rico:wasContainedBy,Was subdivision of
rico:wasIncludedIn,Was included in
rico:wasLastUpdatedAtDate,Was last updated at date
rico:wasMergedInto,Was merged into
rico:wasPartOf,Was part of
rico:wasSplitInto,Was split into
rico:wasSubdivisionOf,Was subdivision of
rico:wasSubeventOf,Was subevent of
rico:wasSubordinateTo,Was subordinate to
rico:wasUsedFromDate,Was used from date
rico:wasUsedToDate,Was used to date
rico:wholePartRelation_role,Has the role of the Whole Part Relation
rico:workRelation_role,Has the role of the Work Relation
